rank,name,score,AdmissionRate,MatriculationRate,SAT75Equiv,SAT25Equiv,GraduationRate,RetentionRate,Tuition,ExpensesPerStudent,ProfessorSalary,PercentUndergradOutOfState,PercentUndergradForeign,PercentWomen,PercentUndergrad18-24,StudentToFacultyRatio,Enrollment,FulltimeUndergradEnrollment
1110,Bethune-Cookman University,258033.2,63.7,21.0,1305.7,1084.3,50.0,66.0,14410.0,13873.6,71028.0,25.0,2.0,59,81.0,16,4044,3695
1111,Northeastern Illinois University,258017.3,57.6,25.6,1471.7,1169.2,22.0,60.0,8460.0,17140.6,84600.0,0.0,1.0,57,55.0,16,10275,4695
1112,Washington Adventist University,257951.5,44.9,21.5,1442.5,1116.6,40.0,60.0,21020.0,24594.0,53793.0,29.0,2.0,63,76.3,9,1057,676
1113,Strayer University-Global Region,257940.3,100.0,0.0,1100.0,1100.0,13.0,75.0,15495.0,4249.5,50193.0,100.0,0.0,64,76.3,4,4500,170
1114,Siena Heights University,257607.0,74.2,23.8,1703.8,1344.1,51.0,63.0,21890.0,11156.4,65655.0,11.0,4.0,57,47.0,11,2642,1245
1115,Arizona State University-Skysong,257494.5,60.9,30.9,1100.0,1100.0,53.4,72.0,8342.0,14254.7,115056.0,53.0,1.0,61,32.0,27,13938,4996
1116,Sarah Lawrence College,257464.4,53.1,28.0,1100.0,1100.0,77.0,85.0,48696.0,37925.6,89012.8,68.0,15.0,73,76.3,10,1761,1415
1117,New Jersey City University,257096.8,76.6,34.4,1470.0,1200.0,32.0,72.0,10653.0,17216.9,106974.0,1.0,0.0,63,58.0,14,8136,4689
1118,Saint Augustine's University,257060.0,74.0,16.2,1210.4,1002.9,33.0,42.0,17890.0,29410.1,59193.0,38.0,1.0,49,76.3,12,1016,1001
1119,Gustavus Adolphus College,256895.1,61.1,19.4,1100.0,1100.0,81.0,91.0,39120.0,28087.2,72531.0,17.0,4.0,54,98.0,11,2457,2425
1120,University of Houston-Downtown,256704.1,84.2,36.5,1457.7,1217.7,19.0,66.0,5238.0,9476.4,90657.0,1.0,1.0,60,50.0,22,14439,7069
1121,Mount Saint Mary College,256643.6,88.6,12.5,1650.0,1376.0,59.0,74.0,26625.0,16008.9,94725.0,14.0,0.0,71,75.0,14,2479,1712
1122,Albany State University,256569.8,47.3,37.8,1382.0,1230.0,40.0,69.0,5100.0,13926.4,63801.0,3.0,0.0,69,75.0,16,3910,2780
1123,Tennessee Wesleyan College,256395.5,66.7,28.2,1694.6,1284.9,43.0,63.0,21800.0,13745.1,39681.0,6.0,0.0,63,76.3,12,1006,919
1124,Clayton  State University,256336.8,42.4,57.4,1487.0,1290.0,33.0,67.0,5153.0,10415.2,70722.0,2.0,2.0,68,47.0,18,7022,3711
1125,Campbellsville University,256318.5,72.7,26.9,1587.0,1277.5,39.0,58.0,22196.0,10247.9,56277.0,22.0,5.0,58,58.0,13,3427,1894
1126,University of St Francis,256264.8,50.6,28.3,1702.1,1464.5,56.0,81.0,27970.0,10886.8,88362.0,10.0,2.0,75,67.0,11,3762,1357
1127,North Carolina Wesleyan College,256255.0,53.3,22.0,1637.1,1125.2,35.0,56.0,26632.0,10064.2,54351.0,31.0,7.0,58,76.3,13,1872,1529
1128,The California Maritime Academy,256151.4,66.7,28.2,1100.0,1100.0,54.0,83.0,6536.0,42138.8,92295.0,21.0,1.0,14,83.0,14,1047,992
1129,Wagner College,256039.3,72.2,22.2,1100.0,1100.0,66.0,82.0,39220.0,26745.2,87705.0,54.0,4.0,64,92.0,15,2231,1762
1130,Concordia University-Texas,256013.0,85.3,34.6,1691.8,1368.2,32.0,67.0,25880.0,13432.2,74727.0,6.0,0.0,67,76.3,11,2504,1192
1131,Tennessee State University,255942.0,100.0,0.0,1100.0,1100.0,42.0,62.0,6498.0,18798.6,81324.0,28.0,6.0,61,71.0,19,9027,5678
1132,Inter American University of Puerto Rico-Bayamon,255809.2,61.3,98.8,1100.0,1100.0,29.0,74.0,4600.0,4682.8,53559.0,0.0,0.0,43,82.0,28,4826,4111
1133,Claflin University,255725.6,43.8,17.0,1333.4,1072.3,49.0,71.0,15010.0,19826.3,69111.0,22.0,5.0,66,85.0,13,1866,1751
1134,Rogers State University,255701.2,77.0,86.5,1350.0,1170.0,19.0,65.0,5349.0,9991.3,61623.0,4.0,1.0,62,62.0,19,4030,2406
1135,Indiana University-East,255367.6,63.8,46.7,1563.3,1263.3,27.0,63.0,6639.0,7012.6,73485.0,15.0,0.0,63,46.0,15,4573,2015
1136,University of Saint Francis-Fort Wayne,255130.0,96.9,37.2,1611.4,1324.2,50.0,71.0,25180.0,15884.5,66402.0,8.0,0.0,70,76.0,12,2308,1558
1137,McMurry University,255124.9,61.4,32.9,1493.0,1204.5,36.0,52.0,24296.0,20117.3,63936.0,3.0,0.0,48,79.0,10,1007,848
1138,Lourdes University,255101.1,64.6,24.4,1530.0,1290.0,29.0,59.0,17655.0,16296.9,70632.0,28.0,0.0,72,76.3,11,1780,1016
1139,Sul Ross State University,255095.5,93.4,35.5,1470.0,1170.0,28.0,51.0,5436.0,17220.0,66825.0,2.0,0.0,59,63.0,15,2873,1238
1140,Merrimack College,255055.4,77.8,15.7,1100.0,1100.0,68.0,83.0,35085.0,20016.1,90045.0,31.0,2.0,52,94.0,13,3337,2853
1141,Langston University,255055.3,100.0,0.0,1100.0,1100.0,4.0,67.0,3815.0,22314.7,83673.0,45.0,2.0,63,79.0,18,2482,1851
1142,Saint Peter's University,254919.7,56.9,17.1,1488.5,1216.2,53.0,81.0,32284.0,18885.7,98397.0,15.0,2.0,61,79.0,13,3302,2165
1143,Juniata College,254840.8,74.2,25.8,1100.0,1100.0,78.0,88.0,37170.0,26145.1,84150.0,34.0,8.0,54,76.3,13,1632,1547
1144,Saint Leo University,254534.7,72.2,24.7,1100.0,1100.0,45.0,68.0,19920.0,8495.4,89748.0,29.0,8.0,58,76.3,15,16349,8530
1145,Westwood College-Los Angeles,254312.5,100.0,0.0,1100.0,1100.0,34.0,18.0,15080.0,23668.8,89012.8,62.0,0.0,55,76.3,13,1805,1053
1146,Governors State University,254266.5,94.1,58.5,1470.3,1229.1,53.4,75.4,9386.0,19246.1,78597.0,0.0,0.0,70,42.0,10,5776,1713
1147,Fresno Pacific University,254128.9,66.6,38.7,1670.4,1343.2,63.0,81.0,25716.0,16372.0,65790.0,5.0,0.0,69,52.0,11,3458,2227
1148,Idaho State University,254081.2,100.0,0.0,1100.0,1100.0,33.0,75.0,6344.0,14753.5,77004.0,7.0,21.0,52,53.0,16,13429,7214
1149,Mayville State University,254055.5,100.0,0.0,1100.0,1100.0,42.0,55.0,6353.0,15573.8,60354.0,47.0,2.0,56,76.3,17,1081,635
1150,Immaculata University,254029.8,75.9,17.0,1590.0,1286.5,61.0,79.0,30740.0,14073.8,54270.0,34.0,0.0,75,76.3,9,3299,1107
1151,Southern New Hampshire University,253928.2,84.2,21.4,1100.0,1100.0,50.0,68.0,28884.0,5811.6,89217.0,82.0,0.0,61,28.0,28,43274,14121
1152,Mount Holyoke College,253762.4,54.7,31.2,1100.0,1100.0,80.0,91.0,41456.0,48603.4,111222.0,58.0,28.0,100,76.3,10,2255,2161
1153,Inter American University of Puerto Rico-Aguadilla,253747.2,63.5,98.6,1100.0,1100.0,31.0,76.0,5282.0,3843.5,54180.0,0.0,0.0,56,78.0,28,4668,3744
1154,Neumann University,253594.7,94.0,22.5,1424.4,1137.2,55.0,73.0,24948.0,15046.1,86859.0,32.0,1.0,65,78.0,14,3047,1992
1155,Benedict College,253564.3,100.0,0.0,1100.0,1100.0,31.0,58.0,18254.0,19231.2,64422.0,47.0,2.0,50,76.3,17,2444,2405
1156,Post University,253414.0,87.1,46.6,1443.5,1067.6,26.0,48.0,20925.0,10525.8,88533.0,77.0,2.0,61,25.0,21,8366,2788
1157,Purdue University-North Central Campus,253299.5,72.5,53.6,1590.0,1275.9,24.0,57.0,7186.0,6374.8,94149.0,2.0,0.0,60,43.0,15,6177,2566
1158,Brescia University,253261.2,49.3,8.9,1696.2,1392.8,26.0,66.0,19640.0,10324.4,59823.0,22.0,3.0,73,76.3,14,1056,762
1159,Stetson University,253175.5,61.2,11.5,1100.0,1100.0,61.0,79.0,38330.0,25608.6,119475.0,31.0,4.0,56,94.0,12,4137,2804
1160,Baldwin Wallace University,252868.3,64.0,26.5,1100.0,1100.0,68.0,81.0,27840.0,19036.8,78939.0,22.0,2.0,56,87.0,13,3979,2969
1161,Livingstone College,252716.1,64.3,16.0,1188.1,959.0,24.0,55.0,16024.0,19050.9,68895.0,39.0,0.0,47,92.0,17,1301,1293
1162,CUNY York College,252278.0,37.1,19.5,1470.0,1230.0,29.0,77.0,6096.0,13656.3,104031.0,0.0,1.0,65,51.0,21,8493,5121
1163,Hawaii Pacific University,252252.7,61.8,20.2,1100.0,1100.0,42.0,70.0,20180.0,16423.1,90585.0,50.0,8.0,57,56.0,13,5827,3145
1164,California State University-Monterey Bay,252249.0,69.4,12.8,1100.0,1100.0,45.0,83.0,5963.0,17846.1,90072.0,3.0,1.0,62,85.0,23,6631,5783
1165,Knox College,252060.3,68.2,16.7,1100.0,1100.0,80.0,88.0,38952.0,27008.0,79479.0,37.0,14.0,58,76.3,12,1399,1367
1166,Alvernia University,251902.3,74.8,28.8,1624.9,1296.9,53.0,77.0,29060.0,14961.9,73476.0,25.0,0.0,73,67.0,12,2917,1798
1167,Indiana University-Northwest,251788.2,76.8,56.2,1530.0,1206.8,28.0,67.0,6739.0,8296.0,80046.0,1.0,0.0,67,57.0,15,6052,3114
1168,Inter American University of Puerto Rico-Barranquitas,251645.9,45.6,97.2,1100.0,1100.0,37.0,83.0,4596.0,5089.1,55206.0,0.0,0.0,62,85.0,29,2146,1925
1169,University of Guam,251549.0,100.0,0.0,1100.0,1100.0,29.0,76.0,5098.0,24586.2,89028.0,8.0,1.0,58,79.0,17,3958,2801
1170,Touro College,251358.0,29.8,76.3,1100.0,1100.0,41.0,64.0,15600.0,17723.0,126009.0,9.0,0.0,71,76.3,16,12381,4849
1171,California College of the Arts,251287.5,63.7,21.3,1100.0,1100.0,54.0,80.0,40334.0,28956.5,91917.0,28.0,30.0,62,82.0,9,1998,1480
1172,Marian University,251062.7,76.7,27.7,1590.0,1230.0,56.0,73.0,24650.0,13784.2,77229.0,19.0,5.0,71,70.0,11,2130,1293
1173,AIB College of Business,251031.4,59.2,53.8,1100.0,1100.0,56.0,76.0,14913.0,12399.0,45909.0,15.0,4.0,53,76.3,20,1014,760
1174,Indiana University-Kokomo,250997.8,67.3,55.5,1554.9,1246.6,28.0,64.0,6675.0,6895.8,87723.0,0.0,0.0,65,55.0,16,4180,2077
1175,Chowan University,250962.3,59.8,21.0,1262.5,1046.4,25.0,52.0,22510.0,12721.4,64701.0,39.0,2.0,51,89.0,16,1484,1408
1176,Spring Arbor University,250950.5,66.6,19.2,1722.1,1353.2,54.0,77.0,23420.0,11497.9,54936.0,12.0,2.0,71,54.0,12,3733,1896
1177,Chadron State College,250938.4,100.0,0.0,1100.0,1100.0,36.0,65.0,5600.0,11604.2,74367.0,43.0,3.0,58,73.0,21,3033,1837
1178,Stillman College,250832.7,59.0,10.0,1307.5,1102.7,20.0,67.0,15901.0,16870.4,51156.0,32.0,0.0,46,76.3,17,1056,944
1179,Augustana College,250498.5,53.6,22.4,1100.0,1100.0,74.0,83.0,35835.0,24219.1,85284.0,17.0,4.0,58,98.0,11,2497,2472
1180,Wheelock College,250298.5,87.5,20.8,1612.0,1261.3,55.0,76.0,31880.0,26766.5,81630.0,42.0,0.0,89,76.3,11,1331,836
1181,Lebanon Valley College,250235.2,70.5,16.1,1100.0,1100.0,75.0,85.0,35700.0,24538.7,83241.0,24.0,0.0,55,93.0,11,1901,1573
1182,American International College,250231.6,67.6,22.6,1486.7,1176.1,38.0,69.0,30040.0,12026.5,59481.0,48.0,2.0,70,76.3,13,3629,1376
1183,Olivet College,250116.7,61.4,16.6,1503.6,1246.8,39.0,59.0,23021.0,14570.8,53550.0,5.0,3.0,40,88.0,16,1058,922
1184,Florida Memorial University,250027.8,20.5,45.8,1100.0,1100.0,39.0,63.0,14776.0,21171.9,79533.0,11.0,12.0,62,76.3,16,1528,1413
1185,Middle Georgia State College,249967.1,60.4,84.8,1100.0,1100.0,14.0,67.0,3326.0,9920.9,54558.0,1.0,2.0,58,64.0,21,7927,4809
1186,California State University-Stanislaus,249846.4,72.7,27.0,1100.0,1100.0,53.0,85.0,6491.0,14756.6,87480.0,0.0,1.0,65,80.0,22,9045,6699
1187,Inter American University of Puerto Rico-Arecibo,249756.8,53.8,99.2,1100.0,1100.0,30.0,73.0,4660.0,4045.0,53505.0,0.0,0.0,60,77.0,28,4713,3659
1188,Notre Dame College,249520.2,89.5,17.0,1518.7,1267.4,36.0,62.0,26344.0,11011.5,64530.0,17.0,4.0,59,76.3,14,2281,1374
1189,Notre Dame of Maryland University,249350.7,49.5,26.2,1733.8,1405.5,58.0,85.0,33010.0,15319.1,82305.0,16.0,1.0,86,76.3,11,2764,538
1190,Oakland City University,249155.9,55.0,24.8,1590.0,1275.1,60.0,70.0,19200.0,13008.5,60678.0,17.0,1.0,57,31.0,12,2086,576
1191,Lakeland College,249001.1,54.7,46.3,1527.3,1290.0,53.0,69.0,22950.0,7746.6,71109.0,29.0,1.0,59,31.0,14,3973,918
1192,University of Management and Technology,248782.6,100.0,0.0,1100.0,1100.0,53.4,60.0,10620.0,4049.9,66438.0,100.0,0.0,26,76.3,22,1020,748
1193,Pontifical Catholic University of Puerto Rico-Ponce,248635.7,73.6,57.5,1100.0,1100.0,31.0,82.0,4840.0,5222.1,49995.0,0.0,0.0,61,84.0,22,8079,5276
1194,Texas Woman's University,248593.6,85.3,30.3,1602.6,1255.2,44.0,74.0,7339.0,10695.9,93015.0,2.0,0.0,88,62.0,19,15071,6796
1195,Inter American University of Puerto Rico-Metro,248237.7,22.5,75.9,1100.0,1100.0,32.0,74.0,6723.0,4261.5,54513.0,1.0,0.0,58,66.0,25,9649,5647
1196,The Art Institute of Pittsburgh,248204.2,100.0,0.0,1100.0,1100.0,32.0,56.0,17632.0,23357.2,89012.8,36.0,0.0,51,76.3,15,1280,846
1197,Fayetteville State University,248182.5,50.3,23.0,1455.4,1222.7,35.0,74.0,4605.0,15078.8,84888.0,6.0,0.0,70,49.0,18,5899,3935
1198,California State University-Channel Islands,248133.1,72.4,14.8,1100.0,1100.0,62.0,76.0,6471.0,20127.8,101655.0,0.0,0.0,65,80.0,22,5879,4807
1199,Dominican College of Blauvelt,248101.6,62.8,19.4,1442.4,1170.0,39.0,72.0,24790.0,15012.8,89397.0,26.0,2.0,64,76.3,15,1980,1269
1200,Universidad Adventista de las Antillas,247812.5,84.0,65.4,1100.0,1100.0,34.0,67.0,6625.0,7408.1,28296.0,19.0,8.0,61,77.0,16,1360,1145
1201,Cardinal Stritch University,247779.9,83.0,32.0,1633.9,1349.2,47.0,72.0,25450.0,12960.1,66348.0,19.0,0.0,64,38.0,17,3811,2157
1202,Inter American University of Puerto Rico-Ponce,247543.2,66.3,90.5,1100.0,1100.0,29.0,76.0,4674.0,4046.1,53298.0,0.0,0.0,60,74.0,34,5788,4637
1203,Colby-Sawyer College,247406.0,90.6,12.4,1100.0,1100.0,50.0,76.0,37300.0,20791.1,83538.0,65.0,8.0,69,96.0,13,1369,1316
1204,Wayne State College,247209.6,100.0,0.0,1100.0,1100.0,49.0,68.0,5574.0,11273.2,77409.0,13.0,0.0,57,89.0,18,3470,2693
1205,California State University-East Bay,247069.6,70.3,14.7,1100.0,1100.0,38.0,81.0,6550.0,14570.3,94194.0,1.0,5.0,62,67.0,27,14823,10720
1206,University of Arkansas-Fort Smith,247025.5,56.3,52.8,1100.0,1100.0,26.0,66.0,4528.0,10733.1,87174.0,9.0,1.0,56,61.0,18,6830,4790
1207,California State University-Bakersfield,246934.7,70.6,26.3,1100.0,1100.0,41.0,73.0,6775.0,13904.0,94275.0,1.0,2.0,62,79.0,26,8720,6786
1208,Rocky Mountain College of Art and Design,246734.8,100.0,0.0,1100.0,1100.0,48.0,53.0,22470.0,18332.8,42813.0,79.0,0.0,66,76.3,9,1045,588
1209,Colegio Universitario de San Juan,246728.3,91.9,86.5,1100.0,1100.0,33.0,62.0,2370.0,5903.8,35325.0,0.0,0.0,55,76.3,22,1405,1228
1210,Caldwell University,246338.1,63.9,18.4,1615.2,1246.8,62.0,84.0,29000.0,15221.5,81180.0,13.0,0.0,74,76.3,12,2184,1354
1211,College of Mount Saint Vincent,246329.6,95.2,22.9,1517.1,1272.6,57.0,69.0,30290.0,18131.0,84726.0,18.0,1.0,71,76.3,13,1915,1583
1212,Converse College,246311.3,53.5,26.4,1717.9,1402.1,60.0,71.0,29124.0,17061.4,67581.0,24.0,1.0,92,76.3,11,1389,749
1213,Endicott College,246238.8,73.2,27.3,1100.0,1100.0,73.0,83.0,28926.0,13233.7,79695.0,51.0,2.0,67,76.3,13,4429,2544
1214,LIU Post,246197.4,83.0,10.3,1582.1,1266.2,41.0,75.0,34070.0,15334.6,113787.0,8.0,11.0,62,53.0,11,9486,3387
1215,Sullivan University,246022.1,100.0,0.0,1100.0,1100.0,45.0,75.4,17970.0,14207.0,74556.0,40.0,0.0,58,76.3,19,4394,1759
1216,Utah Valley University,246006.5,100.0,0.0,1100.0,1100.0,31.0,59.0,5086.0,7937.3,79956.0,15.0,2.0,45,48.0,22,31332,16259
1217,The University of Montana-Western,245891.7,100.0,0.0,1100.0,1100.0,46.0,67.0,4141.0,14224.5,66708.0,24.0,0.0,57,77.0,16,1375,1163
1218,Calumet College of Saint Joseph,245803.8,33.8,70.1,1100.0,1100.0,24.0,58.0,15620.0,11806.8,61758.0,21.0,0.0,46,76.3,11,1072,532
1219,Goldey-Beacom College,245609.4,50.9,43.0,1100.0,1100.0,47.0,76.0,22140.0,6534.5,76860.0,37.0,8.0,43,76.3,20,2012,492
1220,Ohio Dominican University,245558.7,46.6,21.1,1646.1,1343.7,43.0,70.0,28932.0,10640.3,75843.0,4.0,3.0,60,58.0,15,2707,1292
1221,Columbia Southern University,245550.5,100.0,0.0,1100.0,1100.0,52.0,43.0,4895.0,3049.0,89012.8,87.0,2.0,39,7.0,36,21359,7094
1222,The Southern Baptist Theological Seminary,245505.2,64.9,50.2,1100.0,1100.0,43.0,69.0,15514.0,8683.5,59085.0,73.0,0.0,18,76.3,11,3416,477
1223,College of Our Lady of the Elms,245488.8,79.0,28.3,1590.0,1255.4,78.0,86.0,30132.0,12906.4,75186.0,29.0,2.0,77,62.0,13,1717,1005
1224,Kaplan University-Davenport Campus,245266.8,100.0,0.0,1100.0,1100.0,21.0,33.0,13884.0,9475.8,89012.8,99.0,0.0,77,17.0,27,52018,5020
1225,University of Maine at Farmington,245090.0,84.6,33.3,1100.0,1100.0,54.0,75.0,9167.0,17428.6,72828.0,20.0,0.0,67,76.3,13,1960,1658
1226,Goucher College,245086.2,75.7,15.9,1100.0,1100.0,64.0,77.0,39084.0,25252.8,92358.0,74.0,0.0,71,76.3,9,2120,1448
1227,Colorado Christian University,244912.7,94.3,40.5,1100.0,1100.0,42.0,72.0,25046.0,8217.0,66303.0,54.0,0.0,64,76.3,14,5787,1611
1228,Inter American University of Puerto Rico-Fajardo,244891.4,74.7,97.3,1100.0,1100.0,27.0,73.0,4600.0,4428.5,53028.0,0.0,0.0,59,76.0,29,2272,1773
1229,New Orleans Baptist Theological Seminary,244795.7,100.0,0.0,1100.0,1100.0,21.0,90.0,6540.0,6578.2,52668.0,71.0,0.0,26,76.3,13,2806,305
1230,Centenary College,244697.0,81.9,24.4,1550.2,1223.5,61.0,75.0,30540.0,14820.5,83754.0,8.0,0.0,66,76.3,17,2318,1524
1231,Chicago State University,244451.3,30.0,17.1,1410.0,1170.0,19.0,53.0,9032.0,26832.8,87759.0,11.0,5.0,70,43.0,12,5211,2498
1232,Missouri Valley College,244324.4,43.8,42.0,1100.0,1100.0,28.0,52.0,18800.0,8312.1,49428.0,37.0,12.0,44,76.3,16,1695,1360
1233,Ferrum College,244305.4,73.3,21.0,1446.5,1125.8,25.0,48.0,28585.0,17447.1,67122.0,23.0,0.0,47,76.3,15,1451,1432
1234,Johnson & Wales University-North Miami,244034.9,70.0,13.7,1100.0,1100.0,44.0,69.0,27456.0,17986.6,92979.0,44.0,5.0,63,89.0,25,1904,1855
1235,Huston-Tillotson University,243870.8,59.7,16.9,1371.4,1062.9,31.0,57.0,13494.0,16005.7,55710.0,10.0,9.0,56,70.0,15,1031,927
1236,Woodbury University,243847.5,100.0,0.0,1100.0,1100.0,42.0,79.0,33150.0,26037.4,79011.0,11.0,29.0,50,72.0,10,1588,1161
1237,Stevens-Henager College,243661.0,100.0,0.0,1100.0,1100.0,29.0,53.0,16972.0,7115.6,89012.8,59.0,0.0,51,76.3,30,1692,1648
1238,Metropolitan State University,243601.4,100.0,25.3,1100.0,1100.0,34.0,70.0,6642.0,9197.5,89280.0,2.0,0.0,56,76.3,17,8355,2715
1239,Whitworth University,243589.7,74.8,19.5,1100.0,1100.0,75.0,85.0,36012.0,22720.2,79002.0,37.0,0.0,60,76.3,11,2654,2320
1240,Spalding University,243489.8,45.7,40.6,1583.5,1290.0,38.0,74.0,22425.0,12335.6,83313.0,15.0,0.0,73,59.0,14,2311,921
1241,Columbia College,243346.9,79.0,41.0,1710.0,1377.0,47.0,74.0,26800.0,18082.3,61101.0,16.0,7.0,86,56.0,11,1221,794
1242,Cedar Crest College,243093.3,52.3,26.1,1659.8,1347.2,69.0,69.0,33000.0,17417.5,80424.0,35.0,0.0,93,76.3,10,1531,719
1243,Adventist University of Health Sciences,242917.1,100.0,74.6,1493.8,1273.0,35.0,70.0,11830.0,13296.5,71244.0,22.0,1.0,80,40.0,9,2090,674
1244,The Art Institute of Philadelphia,242736.3,100.0,0.0,1100.0,1100.0,33.0,47.0,17920.0,21094.1,89012.8,30.0,0.0,51,76.3,15,1953,1229
1245,Southern Nazarene University,242681.7,100.0,0.0,1100.0,1100.0,46.0,76.0,22120.0,15010.2,56268.0,35.0,0.0,52,76.3,15,2254,1634
1246,Stratford University,242301.3,100.0,0.0,1100.0,1100.0,44.0,55.0,15135.0,15580.2,48717.0,41.0,0.0,61,76.3,5,2971,548
1247,Belhaven University,241925.8,71.7,20.0,1100.0,1100.0,50.0,66.0,19970.0,9363.9,60228.0,57.0,0.0,68,76.3,12,4114,1289
1248,Fairleigh Dickinson University-Metropolitan Campus,241496.6,80.1,19.1,1584.3,1244.0,48.0,67.0,34882.0,11438.5,99315.0,11.0,8.0,59,47.0,13,8777,2693
1249,Assumption College,241451.3,81.3,16.0,1100.0,1100.0,70.0,83.0,34975.0,17900.7,94527.0,33.0,2.0,62,90.0,12,2719,2021
1250,Wittenberg University,241347.1,91.4,11.6,1100.0,1100.0,69.0,80.0,38030.0,23196.3,74340.0,25.0,1.0,57,92.0,13,1964,1850
1251,University of Alaska Anchorage,241193.0,100.0,0.0,1100.0,1100.0,25.0,72.0,5147.0,16665.3,105633.0,4.0,2.0,58,53.0,19,17151,7484
1252,Universidad Central de Bayamon,241166.5,50.4,86.8,1100.0,1100.0,62.0,73.0,6000.0,5755.5,30033.0,0.0,0.0,68,76.3,18,2360,1249
1253,Hannibal-LaGrange University,240931.2,61.2,43.8,1100.0,1100.0,35.0,57.0,18770.0,11352.5,52677.0,30.0,8.0,58,76.3,12,1167,800
1254,National University,240891.7,100.0,0.0,1100.0,1100.0,40.0,60.0,12384.0,11928.1,114102.0,10.0,0.0,61,76.3,20,17608,3798
1255,Indiana Institute of Technology,240855.9,70.6,22.9,1620.0,1270.0,31.0,56.0,24860.0,6028.5,90018.0,37.0,0.0,62,32.0,36,7192,4164
1256,CUNY New York City College of Technology,240652.5,72.8,26.4,1100.0,1100.0,15.0,75.0,6069.0,11208.3,108459.0,0.0,1.0,44,54.0,17,17374,10587
1257,Shaw University,240637.1,59.3,13.7,1100.0,1100.0,25.0,42.0,16480.0,23758.2,52407.0,27.0,1.0,57,76.3,15,1802,1519
1258,Thomas University,240636.7,60.3,75.8,1100.0,1100.0,19.0,66.0,14740.0,10901.3,63000.0,47.0,10.0,62,44.0,10,1138,508
1259,Universidad del Sagrado Corazon,240095.5,28.1,50.0,1100.0,1100.0,31.0,75.0,5560.0,7055.0,38034.0,0.0,0.0,62,76.0,22,5261,3986
1260,Lincoln University,240027.3,100.0,0.0,1100.0,1100.0,25.0,65.0,6838.0,14490.9,62037.0,30.0,1.0,57,65.0,17,3117,2032
1261,Alliant International University-San Diego,239884.5,38.6,25.0,1100.0,1100.0,53.4,83.0,15816.0,18193.6,92142.0,6.0,6.0,67,76.3,14,3957,187
1262,New England College,239680.4,95.7,5.4,1100.0,1100.0,36.0,61.0,33000.0,10238.3,61947.0,79.0,2.0,59,76.3,18,2399,1660
1263,Georgia Gwinnett College,239079.6,100.0,0.0,1100.0,1100.0,27.0,68.0,5246.0,8645.2,84285.0,1.0,0.0,55,76.0,19,10828,7527
1264,University of Mount Olive,238982.4,46.9,28.5,1503.2,1190.7,43.0,70.0,17300.0,9510.5,69534.0,23.0,8.0,66,35.0,13,3456,1373
1265,Wiley College,238792.5,100.0,0.0,1100.0,1100.0,20.0,52.0,11382.0,14268.0,43281.0,35.0,7.0,57,76.3,18,1351,1259
1266,Tiffin University,238617.7,54.4,20.9,1100.0,1100.0,39.0,62.0,20700.0,9789.2,73854.0,23.0,9.0,56,76.3,18,4100,1966
1267,Guilford College,238413.4,62.2,18.8,1100.0,1100.0,61.0,74.0,32470.0,21418.7,69435.0,37.0,2.0,53,58.0,14,2137,1778
1268,Holy Family University,238058.5,73.3,31.8,1530.0,1239.2,56.0,73.0,27100.0,14642.3,87597.0,12.0,0.0,73,64.0,13,2658,1337
1269,William Peace University,237849.2,62.9,22.4,1477.2,1177.2,36.0,60.0,23900.0,16046.8,59931.0,11.0,0.0,65,76.3,13,1077,903
1270,Georgian Court University,237827.3,68.1,26.2,1590.0,1270.0,48.0,70.0,29606.0,17490.7,88308.0,10.0,1.0,79,75.0,12,2308,1299
1271,Mary Baldwin College,237816.6,95.4,8.9,1628.3,1285.0,43.0,73.0,28720.0,13720.5,71991.0,49.0,0.0,92,76.3,11,1754,988
1272,Southern University at New Orleans,237422.4,20.7,45.3,1298.0,1093.9,12.0,56.0,4911.0,18878.3,58599.0,3.0,0.0,76,76.3,15,2103,1189
1273,Marymount California University,237366.0,100.0,0.0,1100.0,1100.0,37.0,68.0,30579.0,22300.0,76518.0,9.0,34.0,54,76.3,18,1108,1033
1274,University of Maine at Fort Kent,237317.2,74.6,40.6,1486.7,1209.1,50.0,64.0,7575.0,10131.1,77265.0,4.0,2.0,69,46.0,16,1327,578
1275,Ursuline College,237230.7,65.5,37.6,1720.4,1300.4,44.0,72.0,26760.0,18320.1,65538.0,8.0,0.0,91,76.3,6,1236,485
1276,Miles College,237151.2,100.0,0.0,1100.0,1100.0,20.0,52.0,11454.0,12049.1,45783.0,29.0,0.0,49,76.3,17,1782,1713
1277,Weber State University,236661.6,100.0,0.0,1100.0,1100.0,35.0,55.0,4990.0,7167.3,78777.0,7.0,2.0,53,41.0,21,25954,11084
1278,Holy Names University,236221.5,57.1,31.9,1470.0,1175.1,50.0,72.0,33020.0,23946.4,89748.0,8.0,2.0,70,70.0,9,1191,615
1279,California State University-Dominguez Hills,236043.1,42.3,20.1,1100.0,1100.0,32.0,80.0,6100.0,12328.4,91683.0,0.0,0.0,65,59.0,26,14687,8796
1280,Medaille College,235996.4,61.9,55.4,1425.0,1095.0,44.0,63.0,23812.0,15027.1,69534.0,3.0,0.0,69,76.3,17,2479,1749
1281,Southeastern Baptist Theological Seminary,235841.8,74.6,64.5,1100.0,1100.0,26.0,79.0,7276.0,6844.3,64656.0,31.0,5.0,20,76.3,20,2748,297
